timestamp,gimbal_position_deg,gimbal_speed_hz,wheel_speed_hz,wheel_accel_rad_s2,tmp_bot_C,tmp_top_C,cur_3v3_A,cur_5V_A,vol_3v3_V,vol_5V_V
5/29/2025 1:30,233.179,0,143.6,47.605,26.5,26.4,0.095,0.378,3.257,4.955
5/29/2025 1:30,233.179,0,142.13,-12.508,26.5,26.4,0.098,0.397,3.257,4.951
5/29/2025 1:30,233.135,0,142.13,-14.638,26.4,26.3,0.09,0.458,3.257,4.947
5/29/2025 1:30,233.135,0,141.78,-15.861,26.2,26.5,0.095,0.464,3.256,4.949
5/29/2025 1:30,233.553,0,141.69,-12.814,26.5,26.5,0.096,0.438,3.257,4.944
5/29/2025 1:30,233.514,0,143.82,53.089,26.4,26.3,0.087,0.436,3.254,4.942
5/29/2025 1:30,233.201,0,142.6,-5.484,26.4,26.4,0.096,0.47,3.257,4.946
5/29/2025 1:30,233.427,0,142.43,-13.119,26.4,26.5,0.096,0.425,3.256,4.949
5/29/2025 1:30,233.24,0,142.38,-10.367,26.4,26.4,0.093,0.393,3.259,4.957
5/29/2025 1:30,233.262,0,142.3,-11.896,26.4,26.4,0.095,0.447,3.256,4.949
5/29/2025 1:30,233.514,0,143.56,40.276,26.4,26.4,0.096,0.455,3.256,4.942
5/29/2025 1:30,233.619,0,142.17,-11.59,26.4,26.3,0.095,0.45,3.259,4.947
5/29/2025 1:30,233.729,0.001,141.91,-16.473,26.3,26.5,0.095,0.468,3.257,4.947
5/29/2025 1:30,233.685,0.001,142.04,-10.979,26.4,26.4,0.095,0.427,3.257,4.949
5/29/2025 1:31,233.619,0,142.95,12.814,26.5,26.5,0.095,0.444,3.257,4.955
5/29/2025 1:31,233.053,0,142.25,-12.508,26.4,26.4,0.096,0.414,3.257,4.955
5/29/2025 1:31,233.179,0,142.6,7.6248,26.5,26.4,0.099,0.453,3.257,4.955
5/29/2025 1:31,233.536,0,141.91,-15.25,26.4,26.4,0.095,0.475,3.259,4.947
5/29/2025 1:31,233.575,0,142.13,-10.673,26.4,26.4,0.095,0.469,3.257,4.947
5/29/2025 1:31,233.031,0,142.43,-9.154,26.4,26.4,0.099,0.444,3.259,4.953
5/29/2025 1:31,233.536,0,143.16,24.71,26.5,26.6,0.095,0.47,3.256,4.944
5/29/2025 1:31,233.641,0,142.34,-9.7552,26.4,26.5,0.095,0.499,3.257,4.947
5/29/2025 1:31,233.031,0,142.08,-15.556,26.5,26.5,0.098,0.444,3.259,4.953
5/29/2025 1:31,233.322,0,142.04,-9.7552,26.4,26.4,0.096,0.46,3.257,4.951
5/29/2025 1:31,233.663,0.001,141.99,-16.473,26.5,26.4,0.097,0.474,3.257,4.946
5/29/2025 1:31,233.113,0,143.56,39.052,26.5,26.4,0.098,0.484,3.259,4.949
5/29/2025 1:31,232.987,0,142.17,-14.343,26.4,26.4,0.095,0.512,3.257,4.94
5/29/2025 1:31,232.949,0,142.13,-13.425,26.2,26.4,0.096,0.452,3.257,4.949
5/29/2025 1:31,233.366,0,141.86,-19.827,26.4,26.4,0.095,0.471,3.256,4.949
5/29/2025 1:31,233.575,0,141.99,-10.979,26.4,26.4,0.095,0.452,3.257,4.953
5/29/2025 1:31,233.344,0,143.3,33.568,26.3,26.4,0.097,0.466,3.257,4.946
5/29/2025 1:31,232.927,0,142.69,9.154,26.4,26.2,0.091,0.488,3.257,4.942
5/29/2025 1:31,233.218,0,142.34,-10.979,26.4,26.5,0.095,0.491,3.256,4.944
5/29/2025 1:31,233.663,0.001,142.47,-11.284,26.4,26.5,0.095,0.423,3.257,4.953
5/29/2025 1:31,233.091,0,142.17,-18.92,26.5,26.4,0.088,0.482,3.256,4.946
5/29/2025 1:31,232.971,0,142.17,-12.202,26.4,26.5,0.095,0.461,3.257,4.942
5/29/2025 1:31,233.179,0,142.17,-7.6248,26.4,26.4,0.097,0.456,3.256,4.944
5/29/2025 1:31,233.262,0,142.34,-10.367,26.4,26.2,0.091,0.469,3.257,4.946
5/29/2025 1:31,233.344,0,142.77,6.0957,26.4,26.4,0.096,0.38,3.257,4.955
5/29/2025 1:31,233.492,0,142.86,14.037,26.7,26.4,0.098,0.425,3.259,4.953
5/29/2025 1:31,233.729,0.001,142.21,-8.5424,26.5,26.4,0.094,0.444,3.257,4.949
5/29/2025 1:31,233.641,0,142.73,7.319,26.5,26.6,0.095,0.388,3.257,4.955
5/29/2025 1:31,233.157,0,142.17,-14.037,26.5,26.2,0.098,0.399,3.259,4.953
5/29/2025 1:31,233.201,0,142.21,-16.473,26.5,26.5,0.094,0.373,3.257,4.951
5/29/2025 1:31,233.745,0.001,142.3,-11.59,26.5,26.4,0.096,0.408,3.257,4.949
5/29/2025 1:31,233.201,0,142.43,-3.9653,26.5,26.4,0.096,0.515,3.257,4.942
5/29/2025 1:31,232.844,0,141.86,-23.803,26.4,26.5,0.093,0.446,3.257,4.942
5/29/2025 1:31,232.987,0,143.26,36.616,26.4,26.4,0.095,0.455,3.257,4.947
5/29/2025 1:31,233.344,0,143.3,37.839,26.5,26.5,0.099,0.412,3.257,4.957
5/29/2025 1:31,233.388,0,141.95,-14.343,26.4,26.3,0.088,0.446,3.257,4.947
5/29/2025 1:32,233.157,0,142.04,-14.944,26.4,26.4,0.095,0.455,3.259,4.947
5/29/2025 1:32,233.091,0,142.3,-7.9307,26.4,26.4,0.098,0.517,3.257,4.942
5/29/2025 1:32,233.053,0,142.82,10.061,26.4,26.4,0.091,0.466,3.256,4.949
5/29/2025 1:32,233.707,0.001,142.34,-10.367,26.4,26.4,0.095,0.479,3.257,4.951
5/29/2025 1:32,233.201,0,142.3,-9.7552,26.4,26.3,0.098,0.403,3.257,4.957
5/29/2025 1:32,232.949,0,142.13,-16.779,26.4,26.4,0.095,0.495,3.256,4.94
5/29/2025 1:32,233.262,0,141.86,-16.167,26.3,26.4,0.094,0.489,3.256,4.942
5/29/2025 1:32,233.663,0,143.3,38.441,26.4,26.3,0.096,0.436,3.257,4.951
5/29/2025 1:32,233.663,0,142.73,7.9307,26.5,26.4,0.094,0.417,3.257,4.957
5/29/2025 1:32,233.031,0,142.17,-10.367,26.4,26.3,0.094,0.438,3.257,4.953
5/29/2025 1:32,233.218,0,142.13,-15.861,26.5,26.2,0.092,0.475,3.256,4.947
5/29/2025 1:32,233.24,0,143.48,40.276,26.4,26.5,0.096,0.495,3.256,4.946
5/29/2025 1:32,233.201,0,142.17,-15.556,26.4,26.5,0.096,0.437,3.257,4.951
5/29/2025 1:32,233.427,0,142.65,3.3537,26.5,26.4,0.099,0.477,3.259,4.949
5/29/2025 1:32,233.448,0,142.3,-9.4599,26.6,26.5,0.096,0.5,3.259,4.946
5/29/2025 1:32,233.284,0,143.12,17.696,26.4,26.4,0.096,0.469,3.257,4.944
5/29/2025 1:32,233.113,0,142.43,-6.4015,26.4,26.5,0.098,0.441,3.257,4.947
5/29/2025 1:32,233.427,0,142.17,-18.614,26.5,26.5,0.096,0.45,3.257,4.953
5/29/2025 1:32,233.284,0,142.21,-13.731,26.5,26.5,0.096,0.486,3.257,4.949
5/29/2025 1:32,233.344,0,142.55,0.90697,26.4,26.3,0.097,0.533,3.256,4.942
5/29/2025 1:32,233.135,0,142.13,-11.284,26.4,26.4,0.096,0.489,3.254,4.944
5/29/2025 1:32,233.053,0,142.17,-9.4599,26.5,26.5,0.098,0.494,3.256,4.946
5/29/2025 1:32,233.113,0,142.08,-7.9307,26.3,26.4,0.096,0.45,3.256,4.949
5/29/2025 1:32,233.135,0,142.13,-9.4599,26.3,26.4,0.095,0.443,3.257,4.949
5/29/2025 1:32,233.218,0,142.21,-8.2365,26.4,26.5,0.099,0.429,3.257,4.951
5/29/2025 1:32,233.157,0,142.13,-11.59,26.4,26.4,0.09,0.457,3.256,4.946
5/29/2025 1:32,233.306,0,142.13,-9.154,26.4,26.4,0.094,0.468,3.256,4.944
5/29/2025 1:32,233.284,0,142.86,19.521,26.4,26.5,0.093,0.461,3.256,4.947
5/29/2025 1:32,233.179,0,142.17,-10.367,26.4,26.4,0.09,0.397,3.257,4.949
5/29/2025 1:32,233.448,0,142.17,-16.779,26.4,26.4,0.095,0.447,3.257,4.951
5/29/2025 1:32,233.218,0,142.21,-14.638,26.4,26.4,0.096,0.41,3.257,4.951
5/29/2025 1:32,233.179,0,142.69,5.7898,26.4,26.4,0.091,0.408,3.256,4.947
5/29/2025 1:32,232.905,0,142.99,19.521,26.2,26.4,0.095,0.402,3.257,4.949
5/29/2025 1:32,233.366,0,142.3,-13.119,26.5,26.4,0.096,0.461,3.257,4.949
5/29/2025 1:32,233.262,0,142.34,-14.037,26.3,26.4,0.095,0.473,3.257,4.949
5/29/2025 1:32,233.448,0,142.38,-10.367,26.4,26.4,0.095,0.421,3.257,4.947
5/29/2025 1:32,233.514,0,142.08,-15.556,26.5,26.5,0.097,0.481,3.259,4.951
5/29/2025 1:33,233.322,0,142.04,-14.343,26.5,26.5,0.095,0.421,3.257,4.951
5/29/2025 1:33,233.707,0.001,142.17,-15.25,26.4,26.4,0.095,0.444,3.259,4.953
5/29/2025 1:33,233.789,0.001,142.08,-16.167,26.4,26.3,0.098,0.481,3.257,4.946
5/29/2025 1:33,233.514,0,142.17,-13.119,26.4,26.6,0.096,0.487,3.256,4.944
5/29/2025 1:33,233.306,0,143.6,42.111,26.4,26.4,0.095,0.419,3.259,4.957
5/29/2025 1:33,233.685,0.001,142.21,-10.979,26.5,26.4,0.099,0.386,3.259,4.958
5/29/2025 1:33,233.218,0,142.21,-13.119,26.4,26.2,0.093,0.427,3.256,4.951
5/29/2025 1:33,233.135,0,142.21,-12.202,26.2,26.5,0.094,0.477,3.256,4.944
5/29/2025 1:33,233.366,0,142.3,-7.6248,26.5,26.4,0.098,0.471,3.257,4.944
5/29/2025 1:33,233.707,0.001,142.99,16.167,26.5,26.4,0.096,0.425,3.257,4.955
5/29/2025 1:33,233.157,0,142.25,-12.508,26.4,26.4,0.095,0.464,3.257,4.951
5/29/2025 1:33,233.135,0,141.86,-15.861,26.4,26.4,0.098,0.463,3.256,4.947
5/29/2025 1:33,233.553,0,143.34,46.076,26.5,26.5,0.095,0.473,3.257,4.947
5/29/2025 1:33,233.075,0,141.91,-11.284,26.2,26.3,0.096,0.466,3.257,4.947
5/29/2025 1:33,232.949,0,143.82,54.313,26.4,26.4,0.095,0.497,3.256,4.946
5/29/2025 1:33,233.031,0,143.48,33.568,26.4,26.4,0.096,0.472,3.257,4.947
5/29/2025 1:33,233.514,0,143.16,18.92,26.4,26.4,0.096,0.45,3.257,4.951
5/29/2025 1:33,233.262,0,142.21,-18.614,26.4,26.2,0.09,0.464,3.257,4.946
5/29/2025 1:33,233.553,0,142.38,-10.673,26.5,26.5,0.095,0.461,3.257,4.949
5/29/2025 1:33,233.075,0,142.3,-11.896,26.3,26.5,0.097,0.462,3.257,4.947
5/29/2025 1:33,233.179,0,142.17,-11.896,26.5,26.2,0.088,0.441,3.256,4.949
5/29/2025 1:33,233.427,0,143.78,50.041,26.6,26.5,0.095,0.473,3.256,4.946
5/29/2025 1:33,233.47,0,142.95,15.556,26.5,26.4,0.097,0.479,3.257,4.947
5/29/2025 1:33,233.366,0,142.17,-14.343,26.5,26.3,0.092,0.477,3.257,4.946
5/29/2025 1:33,233.41,0,142.25,-9.7552,26.4,26.5,0.096,0.452,3.256,4.949
5/29/2025 1:33,233.284,0,142.17,-13.425,26.5,26.4,0.096,0.435,3.257,4.951
5/29/2025 1:33,233.388,0,143.74,49.124,26.5,26.3,0.096,0.438,3.259,4.951
5/29/2025 1:33,233.41,0,142.08,-12.508,26.5,26.5,0.095,0.468,3.257,4.947
5/29/2025 1:33,233.789,0.001,142.3,-7.9307,26.5,26.4,0.097,0.473,3.257,4.947
5/29/2025 1:33,233.388,0,142.13,-15.861,26.6,26.5,0.095,0.441,3.259,4.949
5/29/2025 1:33,233.157,0,142.08,-16.779,26.5,26.5,0.095,0.473,3.257,4.949
5/29/2025 1:33,232.987,0,142.13,-10.061,26.5,26.5,0.099,0.419,3.256,4.949
5/29/2025 1:33,233.284,0,142.38,-6.4015,26.4,26.5,0.095,0.381,3.257,4.953
5/29/2025 1:33,233.448,0,143.56,42.416,26.5,26.4,0.094,0.472,3.257,4.947
5/29/2025 1:33,233.157,0,142.43,3.3537,26.5,26.5,0.099,0.486,3.257,4.947
5/29/2025 1:33,233.113,0,142.65,14.638,26.4,26.4,0.089,0.454,3.257,4.946
5/29/2025 1:34,233.306,0,141.99,-19.521,26.4,26.4,0.093,0.432,3.257,4.947
5/29/2025 1:34,233.091,0,142.9,12.814,26.5,26.5,0.099,0.369,3.257,4.953
5/29/2025 1:34,233.41,0,143.82,49.124,26.5,26.3,0.092,0.427,3.259,4.949
5/29/2025 1:34,233.41,0,142.3,-13.119,26.5,26.4,0.095,0.378,3.259,4.957
5/29/2025 1:34,233.366,0,142.17,-14.638,26.4,26.4,0.098,0.442,3.257,4.949
5/29/2025 1:34,233.075,0,142.21,-13.119,26.4,26.4,0.094,0.441,3.256,4.944
5/29/2025 1:34,232.987,0,142.55,1.2128,26.4,26.4,0.094,0.476,3.257,4.946
5/29/2025 1:34,233.514,0,142.04,-12.508,26.5,26.4,0.097,0.507,3.257,4.944
5/29/2025 1:34,233.388,0,142.04,-13.425,26.5,26.6,0.096,0.444,3.257,4.951
5/29/2025 1:34,233.47,0,142.25,-9.4599,26.4,26.5,0.093,0.424,3.257,4.955
5/29/2025 1:34,233.47,0,142.04,-18.308,26.5,26.3,0.092,0.398,3.259,4.957
5/29/2025 1:34,233.685,0.001,142.55,3.0478,26.5,26.5,0.096,0.482,3.256,4.947
5/29/2025 1:34,233.201,0,142.34,-8.5424,26.5,26.4,0.095,0.468,3.257,4.944
5/29/2025 1:34,233.179,0,142.34,-10.367,26.4,26.5,0.098,0.457,3.256,4.949
5/29/2025 1:34,233.388,0,143.82,46.688,26.5,26.4,0.095,0.4,3.259,4.958
5/29/2025 1:34,233.306,0,142.08,-16.473,26.4,26.5,0.098,0.472,3.256,4.947
5/29/2025 1:34,233.091,0,142.43,-5.1781,26.4,26.4,0.099,0.496,3.257,4.946
5/29/2025 1:34,233.135,0,143.65,40.887,26.5,26.6,0.095,0.478,3.257,4.947
5/29/2025 1:34,233.729,0.001,142.08,-13.119,26.5,26.4,0.097,0.489,3.259,4.951
5/29/2025 1:34,233.619,0,142.08,-13.425,26.6,26.4,0.099,0.436,3.257,4.953
5/29/2025 1:34,233.157,0,142.13,-16.167,26.5,26.4,0.095,0.463,3.259,4.953
5/29/2025 1:34,233.031,0,142.38,-7.9307,26.4,26.4,0.096,0.435,3.257,4.951
5/29/2025 1:34,233.366,0,142.25,-14.037,26.4,26.4,0.095,0.445,3.257,4.957
5/29/2025 1:34,233.514,0,142.38,-7.319,26.4,26.4,0.096,0.443,3.257,4.953
5/29/2025 1:34,233.41,0,142.08,-9.4599,26.4,26.3,0.099,0.457,3.257,4.953
5/29/2025 1:34,233.322,0,141.99,-11.896,26.5,26.4,0.092,0.513,3.259,4.947
5/29/2025 1:34,233.597,0,143.56,47.605,26.5,26.4,0.097,0.457,3.257,4.947
5/29/2025 1:34,233.597,0,142.13,-13.425,26.5,26.4,0.096,0.453,3.259,4.955
5/29/2025 1:34,233.388,0,142.34,-8.2365,26.5,26.3,0.089,0.422,3.257,4.957
5/29/2025 1:34,233.218,0,142.17,-15.556,26.3,26.3,0.095,0.433,3.257,4.953
5/29/2025 1:34,233.179,0,142.3,-10.367,26.5,26.5,0.095,0.485,3.256,4.942
5/29/2025 1:34,233.448,0,142.38,-7.319,26.6,26.4,0.092,0.485,3.259,4.947
5/29/2025 1:34,233.366,0,142.3,-5.1781,26.4,26.4,0.096,0.453,3.257,4.949
5/29/2025 1:34,233.685,0.001,142.08,-11.896,26.6,26.4,0.096,0.408,3.257,4.957
5/29/2025 1:34,233.641,0.001,142.13,-8.5424,26.5,26.3,0.095,0.421,3.257,4.957
5/29/2025 1:34,233.157,0,142.08,-13.119,26.4,26.5,0.095,0.431,3.257,4.949
5/29/2025 1:34,233.201,0,142.43,-3.6595,26.4,26.4,0.095,0.446,3.256,4.947
5/29/2025 1:35,233.306,0,142.17,-10.061,26.4,26.4,0.095,0.45,3.257,4.947
5/29/2025 1:35,233.113,0,143.21,31.122,26.3,26.5,0.096,0.457,3.257,4.947
5/29/2025 1:35,232.987,0,142.04,-18.002,26.4,26.4,0.101,0.41,3.257,4.949
5/29/2025 1:35,233.091,0,142.95,14.944,26.4,26.6,0.095,0.415,3.256,4.953
5/29/2025 1:35,233.663,0.001,142.73,5.7898,26.5,26.5,0.096,0.347,3.257,4.957
5/29/2025 1:35,233.641,0,141.99,-13.119,26.5,26.5,0.098,0.408,3.257,4.951
5/29/2025 1:35,233.514,0,142.08,-11.59,26.5,26.2,0.095,0.399,3.259,4.953
5/29/2025 1:35,233.344,0,142.13,-10.367,26.4,26.4,0.095,0.458,3.257,4.946
5/29/2025 1:35,233.767,0.001,142.9,13.731,26.5,26.4,0.099,0.425,3.257,4.951
5/29/2025 1:35,233.685,0.001,142.6,2.742,26.5,26.5,0.096,0.437,3.259,4.949
5/29/2025 1:35,233.41,0,142.95,15.556,26.2,26.5,0.095,0.374,3.257,4.96
5/29/2025 1:35,233.448,0,142.17,-9.7552,26.4,26.3,0.099,0.51,3.257,4.949
5/29/2025 1:35,233.091,0,142.21,-13.731,26.4,26.5,0.095,0.449,3.256,4.951
5/29/2025 1:35,233.031,0,143.78,50.653,26.2,26.4,0.095,0.453,3.256,4.944
5/29/2025 1:35,233.284,0,142.38,-10.367,26.5,26.5,0.096,0.475,3.257,4.947
5/29/2025 1:35,233.536,0,142.25,-7.319,26.5,26.5,0.095,0.449,3.257,4.949
5/29/2025 1:35,233.685,0.001,142.04,-16.473,26.2,26.4,0.095,0.403,3.257,4.958
5/29/2025 1:35,233.536,0,142.17,-7.319,26.4,26.4,0.091,0.472,3.256,4.951
5/29/2025 1:35,233.091,0,142.3,-8.8482,26.4,26.4,0.093,0.482,3.256,4.944
5/29/2025 1:35,233.075,0,142.25,-10.979,26.4,26.4,0.095,0.482,3.257,4.946
5/29/2025 1:35,233.366,0,142.82,9.4599,26.4,26.4,0.088,0.499,3.256,4.949
5/29/2025 1:35,233.388,0,142.69,3.6595,26.4,26.7,0.095,0.425,3.257,4.96
5/29/2025 1:35,233.553,0,142.08,-12.508,26.6,26.4,0.096,0.427,3.257,4.955
5/29/2025 1:35,233.597,0,142.17,-7.6248,26.5,26.3,0.091,0.454,3.257,4.951
