timestamp,gimbal_position_deg,gimbal_speed_hz,wheel_speed_hz,wheel_accel_rad_s2,tmp_bot_C,tmp_top_C,cur_3v3_A,cur_5V_A,vol_3v3_V,vol_5V_V,cmd_wheel_torque_mNm,event
2025-05-29 06:03:38,320.933,0.0,142.17,-14.638,25.7,25.5,0.097,0.5,3.256,4.946,0.259,
2025-05-29 06:03:39,320.883,0.0,142.25,-11.284,25.6,25.4,0.095,0.498,3.257,4.947,0.259,
2025-05-29 06:03:40,321.163,0.0,143.56,39.664,25.7,25.5,0.098,0.529,3.256,4.94,0.259,
2025-05-29 06:03:41,321.301,0.0,142.13,-11.284,25.7,25.4,0.096,0.466,3.256,4.947,0.259,
2025-05-29 06:03:42,321.257,0.0,142.51,3.6595,25.7,25.4,0.097,0.489,3.256,4.94,0.259,
2025-05-29 06:03:43,321.141,0.0,142.04,-12.202,25.6,25.6,0.098,0.478,3.256,4.947,0.259,
2025-05-29 06:03:44,321.279,0.0,142.17,-13.119,25.7,25.4,0.089,0.51,3.254,4.938,0.259,
2025-05-29 06:03:45,321.394,0.001,142.13,-12.814,25.6,25.6,0.095,0.471,3.256,4.946,0.259,
2025-05-29 06:03:46,321.372,0.0,143.43,34.781,25.6,25.6,0.096,0.495,3.257,4.946,0.259,
2025-05-29 06:03:47,321.07,0.0,142.65,3.6595,25.7,25.6,0.095,0.481,3.257,4.953,0.259,
2025-05-29 06:03:48,321.07,0.0,143.34,32.039,25.8,25.5,0.099,0.489,3.256,4.94,0.259,
2025-05-29 06:03:49,320.79,0.0,142.17,-13.731,25.5,25.3,0.089,0.477,3.257,4.949,0.259,
2025-05-29 06:03:50,320.999,0.0,142.13,-12.202,25.6,25.6,0.095,0.496,3.257,4.944,0.259,
2025-05-29 06:03:51,320.977,0.0,142.86,16.473,25.4,25.4,0.095,0.414,3.257,4.953,0.259,
2025-05-29 06:03:52,320.746,0.0,142.3,-9.154,25.7,25.5,0.095,0.472,3.256,4.947,0.259,
2025-05-29 06:03:53,320.883,0.0,142.25,-6.0957,25.5,25.5,0.1,0.472,3.256,4.946,0.259,
2025-05-29 06:03:54,320.977,0.0,143.26,31.427,25.6,25.4,0.093,0.474,3.257,4.942,0.259,
2025-05-29 06:03:55,320.955,0.0,143.65,44.853,25.7,25.5,0.095,0.429,3.256,4.946,0.259,
2025-05-29 06:03:56,320.977,0.0,142.21,-9.7552,25.5,25.6,0.096,0.48,3.256,4.944,0.259,
2025-05-29 06:03:57,321.279,0.0,142.77,12.814,25.7,25.6,0.097,0.482,3.256,4.946,0.259,
2025-05-29 06:03:58,321.114,0.0,142.73,4.8723,25.7,25.5,0.098,0.399,3.257,4.951,0.259,
2025-05-29 06:03:59,321.207,0.0,142.21,-11.896,25.7,25.6,0.095,0.491,3.257,4.942,0.259,
2025-05-29 06:04:00,320.977,0.0,142.34,-8.2365,25.7,25.6,0.095,0.458,3.257,4.944,0.991,TORQUE_CHANGE
2025-05-29 06:04:01,320.905,0.0,142.25,-12.814,25.9,25.6,0.099,0.394,3.257,4.949,0.991,
2025-05-29 06:04:02,320.905,0.0,142.25,-12.814,25.9,25.6,0.099,0.394,3.257,4.949,0.991,
2025-05-29 06:04:03,320.933,0.0,142.21,-18.002,25.6,25.5,0.095,0.422,3.256,4.942,0.991,
2025-05-29 06:04:04,321.416,0.001,142.3,-12.814,25.7,25.6,0.096,0.374,3.257,4.949,0.991,
2025-05-29 06:04:05,321.279,0.0,142.3,-11.59,25.7,25.4,0.095,0.427,3.256,4.944,0.991,
2025-05-29 06:04:06,321.257,0.0,142.6,3.3537,25.6,25.5,0.095,0.437,3.257,4.953,0.991,
2025-05-29 06:04:07,320.977,0.0,142.13,-14.037,25.8,25.6,0.099,0.436,3.257,4.944,0.991,
2025-05-29 06:04:08,321.026,0.0,143.6,48.206,25.6,25.4,0.091,0.436,3.257,4.949,0.991,
2025-05-29 06:04:09,320.883,0.0,142.25,-5.1781,25.7,25.6,0.094,0.458,3.256,4.944,0.991,
2025-05-29 06:04:10,320.999,0.0,141.99,-18.614,25.7,25.5,0.095,0.441,3.259,4.949,0.991,
2025-05-29 06:04:11,320.999,0.0,142.13,-17.085,25.7,25.4,0.095,0.431,3.257,4.947,0.991,
2025-05-29 06:04:12,320.674,0.0,142.08,-15.556,25.7,25.5,0.098,0.389,3.257,4.953,0.991,
2025-05-29 06:04:13,320.839,0.0,142.17,-10.061,25.7,25.4,0.09,0.438,3.256,4.946,0.991,
2025-05-29 06:04:14,320.955,0.0,142.21,-10.673,25.7,25.6,0.095,0.399,3.257,4.955,0.991,
2025-05-29 06:04:15,320.933,0.0,143.34,34.475,25.6,25.6,0.095,0.508,3.257,4.942,0.991,
2025-05-29 06:04:16,320.724,0.0,142.99,18.614,25.7,25.6,0.095,0.454,3.257,4.949,0.991,
2025-05-29 06:04:17,321.092,0.0,142.9,13.731,25.7,25.4,0.098,0.48,3.256,4.942,0.991,
2025-05-29 06:04:18,321.257,0.0,142.95,15.861,25.7,25.4,0.093,0.436,3.257,4.949,0.991,
2025-05-29 06:04:19,321.531,0.001,143.56,38.746,25.7,25.6,0.095,0.464,3.256,4.946,0.991,
2025-05-29 06:04:20,321.207,0.0,143.65,43.935,25.6,25.4,0.095,0.497,3.257,4.946,0.991,
2025-05-29 06:04:21,321.235,0.0,142.13,-10.979,25.7,25.4,0.096,0.458,3.256,4.949,0.991,
2025-05-29 06:04:22,321.235,0.0,142.13,-10.979,25.7,25.4,0.096,0.458,3.256,4.949,0.991,
2025-05-29 06:04:23,321.07,0.0,142.3,-11.896,25.7,25.6,0.094,0.461,3.256,4.949,0.991,
2025-05-29 06:04:24,321.07,0.0,142.3,-11.896,25.7,25.6,0.094,0.461,3.256,4.949,0.991,
2025-05-29 06:04:25,320.977,0.0,142.77,6.7073,25.6,25.4,0.093,0.457,3.257,4.951,0.991,
2025-05-29 06:04:26,320.768,0.0,142.25,-9.7552,25.7,25.6,0.098,0.506,3.256,4.944,0.991,
2025-05-29 06:04:27,320.839,0.0,143.6,44.547,25.7,25.5,0.094,0.469,3.257,4.942,0.991,
2025-05-29 06:04:28,321.048,0.0,142.82,12.814,25.6,25.6,0.095,0.456,3.257,4.944,0.991,
2025-05-29 06:04:29,321.026,0.0,142.13,-16.473,25.7,25.4,0.095,0.486,3.257,4.944,0.991,
2025-05-29 06:04:30,320.883,0.0,142.86,26.545,25.7,25.6,0.098,0.484,3.256,4.942,0.061,TORQUE_CHANGE
2025-05-29 06:04:31,320.999,0.0,141.99,-14.343,25.6,25.5,0.089,0.485,3.256,4.942,0.061,
2025-05-29 06:04:32,320.999,0.0,141.99,-14.343,25.6,25.5,0.089,0.485,3.256,4.942,0.061,
2025-05-29 06:04:33,320.79,0.0,142.04,-11.896,25.7,25.6,0.095,0.48,3.256,4.947,0.061,
2025-05-29 06:04:34,320.79,0.0,142.21,-10.979,25.8,25.4,0.095,0.48,3.256,4.947,0.061,
2025-05-29 06:04:35,320.839,0.0,142.21,-14.343,25.6,25.6,0.095,0.496,3.257,4.944,0.061,
2025-05-29 06:04:36,320.883,0.0,142.6,-2.742,25.7,25.6,0.098,0.508,3.256,4.944,0.061,
2025-05-29 06:04:37,321.092,0.0,142.25,-14.944,25.7,25.4,0.088,0.453,3.257,4.947,0.061,
2025-05-29 06:04:38,321.416,0.001,142.25,-14.944,25.7,25.6,0.095,0.48,3.257,4.942,0.061,
2025-05-29 06:04:39,321.048,0.0,142.82,8.8482,25.7,25.4,0.094,0.471,3.259,4.951,0.061,
2025-05-29 06:04:40,320.905,0.0,142.13,-16.167,25.7,25.4,0.095,0.482,3.256,4.944,0.061,
2025-05-29 06:04:41,320.905,0.0,142.21,-11.896,25.6,25.4,0.099,0.478,3.257,4.946,0.061,
2025-05-29 06:04:42,320.79,0.0,143.74,52.783,25.6,25.6,0.093,0.506,3.256,4.938,0.061,
2025-05-29 06:04:43,321.026,0.0,142.08,-12.202,25.6,25.4,0.096,0.464,3.257,4.947,0.061,
2025-05-29 06:04:44,320.861,0.0,142.17,-14.638,25.5,25.5,0.095,0.491,3.257,4.942,0.061,
2025-05-29 06:04:45,321.257,0.0,142.21,-11.896,25.7,25.4,0.097,0.475,3.256,4.946,0.061,
2025-05-29 06:04:46,321.301,0.0,142.34,-10.061,25.7,25.6,0.098,0.458,3.256,4.946,0.061,
2025-05-29 06:04:47,321.279,0.0,142.21,-11.896,25.7,25.4,0.096,0.437,3.257,4.949,0.061,
2025-05-29 06:04:48,321.394,0.0,143.82,48.206,25.8,25.4,0.096,0.516,3.257,4.94,0.061,
2025-05-29 06:04:49,320.746,0.0,142.25,-14.037,25.7,25.5,0.097,0.454,3.257,4.951,0.061,
2025-05-29 06:04:50,320.702,0.0,142.08,-18.002,25.9,25.5,0.097,0.507,3.256,4.944,0.061,
2025-05-29 06:04:51,321.07,0.0,142.55,15.25,25.7,25.4,0.091,0.472,3.256,4.944,0.061,
2025-05-29 06:04:52,321.416,0.001,141.95,-15.25,25.7,25.6,0.096,0.49,3.257,4.94,0.061,
2025-05-29 06:04:53,321.35,0.0,141.86,-17.696,25.6,25.6,0.095,0.426,3.257,4.951,0.061,
2025-05-29 06:04:54,321.372,0.001,142.08,-9.7552,25.6,25.7,0.096,0.491,3.256,4.944,0.061,
2025-05-29 06:04:55,321.372,0.0,142.55,-0.90697,25.8,25.6,0.098,0.409,3.257,4.955,0.061,
2025-05-29 06:04:56,321.443,0.001,142.25,-10.061,25.7,25.5,0.089,0.475,3.256,4.942,0.061,
2025-05-29 06:04:57,320.977,0.0,142.47,-2.742,25.6,25.6,0.096,0.451,3.257,4.951,0.061,
2025-05-29 06:04:58,320.955,0.0,142.43,-6.4015,25.6,25.4,0.095,0.47,3.257,4.947,0.061,
2025-05-29 06:04:59,321.092,0.0,142.17,-18.002,25.5,25.5,0.095,0.506,3.257,4.946,0.061,
2025-05-29 06:05:00,321.185,0.0,142.34,-11.59,25.6,25.5,0.09,0.415,3.257,4.947,0.305,TORQUE_CHANGE
2025-05-29 06:05:01,321.372,0.0,142.25,-12.202,25.9,25.6,0.095,0.455,3.257,4.946,0.305,
2025-05-29 06:05:02,321.372,0.0,142.25,-12.202,25.9,25.6,0.095,0.455,3.257,4.946,0.305,
2025-05-29 06:05:03,321.048,0.0,142.21,-10.979,25.7,25.6,0.093,0.479,3.257,4.947,0.305,
2025-05-29 06:05:04,321.048,0.0,142.86,12.202,25.7,25.4,0.096,0.421,3.256,4.951,0.305,
2025-05-29 06:05:05,320.861,0.0,142.17,-15.861,25.5,25.5,0.099,0.515,3.257,4.942,0.305,
2025-05-29 06:05:06,320.652,0.0,142.95,15.25,25.7,25.4,0.092,0.393,3.257,4.947,0.305,
2025-05-29 06:05:07,320.768,0.0,142.17,-13.731,25.7,25.7,0.094,0.467,3.254,4.942,0.305,
2025-05-29 06:05:08,321.443,0.001,142.25,-9.7552,25.6,25.6,0.094,0.411,3.257,4.947,0.305,
2025-05-29 06:05:09,321.416,0.001,143.48,35.699,25.7,25.6,0.095,0.441,3.257,4.947,0.305,
2025-05-29 06:05:10,321.141,0.0,142.17,-10.979,25.7,25.4,0.096,0.433,3.256,4.946,0.305,
2025-05-29 06:05:11,321.114,0.0,143.16,33.568,25.7,25.4,0.096,0.463,3.256,4.942,0.305,
2025-05-29 06:05:12,321.394,0.001,142.13,-6.4015,25.7,25.5,0.095,0.384,3.256,4.949,0.305,
2025-05-29 06:05:13,321.185,0.0,142.04,-12.814,25.6,25.6,0.095,0.406,3.257,4.944,0.305,
2025-05-29 06:05:14,321.114,0.0,142.21,-11.284,25.7,25.5,0.097,0.393,3.256,4.947,0.305,
2025-05-29 06:05:15,321.35,0.0,142.08,-18.002,25.7,25.5,0.095,0.46,3.256,4.942,0.305,
2025-05-29 06:05:16,321.257,0.0,142.3,-6.7073,25.9,25.4,0.094,0.448,3.257,4.946,0.305,
2025-05-29 06:05:17,321.07,0.0,142.21,-12.814,25.7,25.6,0.095,0.482,3.257,4.94,0.305,
2025-05-29 06:05:18,320.883,0.0,142.43,-4.2712,25.6,25.5,0.095,0.397,3.256,4.951,0.305,
2025-05-29 06:05:19,321.141,0.0,142.21,-16.779,25.6,25.7,0.099,0.455,3.256,4.942,0.305,
2025-05-29 06:05:20,321.235,0.0,143.12,25.933,25.7,25.6,0.087,0.455,3.257,4.946,0.305,
2025-05-29 06:05:21,320.883,0.0,142.6,10.979,25.7,25.7,0.094,0.497,3.254,4.938,0.305,
2025-05-29 06:05:22,320.63,0.0,143.04,29.592,25.7,25.4,0.093,0.428,3.257,4.946,0.305,
2025-05-29 06:05:23,320.861,0.0,142.04,-11.59,25.6,25.7,0.093,0.464,3.257,4.94,0.305,
2025-05-29 06:05:24,320.955,0.0,141.95,-16.167,25.6,25.6,0.099,0.474,3.257,4.944,0.305,
2025-05-29 06:05:25,320.883,0.0,141.99,-10.367,25.7,25.3,0.088,0.552,3.257,4.938,0.305,
2025-05-29 06:05:26,320.905,0.0,142.17,-9.154,25.7,25.7,0.094,0.416,3.257,4.953,0.305,
2025-05-29 06:05:27,320.933,0.0,142.34,-9.4599,25.6,25.4,0.095,0.518,3.257,4.94,0.305,
2025-05-29 06:05:28,320.933,0.0,142.38,-11.284,25.7,25.5,0.096,0.468,3.256,4.944,0.305,
2025-05-29 06:05:29,321.443,0.001,142.17,-14.638,25.7,25.7,0.099,0.474,3.256,4.944,0.305,
2025-05-29 06:05:30,321.257,0.0,142.25,-13.731,25.7,25.6,0.095,0.48,3.256,4.946,0.961,TORQUE_CHANGE
2025-05-29 06:05:31,321.141,0.0,142.21,-17.696,25.5,25.6,0.096,0.497,3.257,4.947,0.961,
2025-05-29 06:05:32,321.141,0.0,142.21,-17.696,25.5,25.6,0.096,0.497,3.257,4.947,0.961,
2025-05-29 06:05:33,321.026,0.0,142.43,-5.1781,25.7,25.4,0.096,0.483,3.256,4.942,0.961,
2025-05-29 06:05:34,321.372,0.0,142.38,-6.0957,25.7,25.5,0.097,0.461,3.256,4.946,0.961,
2025-05-29 06:05:35,321.163,0.0,142.21,-14.343,25.7,25.6,0.095,0.446,3.256,4.947,0.961,
2025-05-29 06:05:36,321.163,0.0,142.25,-10.673,25.7,25.5,0.095,0.497,3.257,4.946,0.961,
2025-05-29 06:05:37,320.905,0.0,142.38,-10.061,25.6,25.6,0.094,0.491,3.257,4.947,0.961,
2025-05-29 06:05:38,321.163,0.0,142.04,-14.944,25.8,25.5,0.097,0.475,3.256,4.947,0.961,
2025-05-29 06:05:39,321.026,0.0,142.04,-13.119,25.7,25.4,0.094,0.468,3.257,4.949,0.961,
2025-05-29 06:05:40,320.933,0.0,142.13,-12.202,25.7,25.6,0.094,0.48,3.256,4.946,0.961,
2025-05-29 06:05:41,320.674,0.0,142.25,-10.061,25.6,25.5,0.096,0.477,3.257,4.946,0.961,
2025-05-29 06:05:42,320.817,0.0,142.25,-12.814,25.6,25.7,0.095,0.508,3.256,4.942,0.961,
2025-05-29 06:05:43,321.235,0.0,143.74,43.323,25.7,25.6,0.099,0.451,3.256,4.947,0.961,
2025-05-29 06:05:44,321.465,0.001,142.21,-12.202,25.8,25.5,0.088,0.5,3.257,4.946,0.961,
2025-05-29 06:05:45,321.394,0.0,142.25,-11.896,25.9,25.6,0.095,0.453,3.257,4.949,0.961,
2025-05-29 06:05:46,321.487,0.001,142.55,2.742,25.7,25.5,0.096,0.507,3.257,4.946,0.961,
2025-05-29 06:05:47,321.141,0.0,143.52,40.276,25.7,25.4,0.096,0.45,3.257,4.951,0.961,
2025-05-29 06:05:48,321.257,0.0,142.08,-13.425,25.7,25.5,0.099,0.496,3.257,4.942,0.961,
2025-05-29 06:05:49,321.163,0.0,142.08,-12.202,25.7,25.5,0.088,0.458,3.256,4.947,0.961,
2025-05-29 06:05:50,321.141,0.0,142.99,24.404,25.7,25.6,0.096,0.474,3.257,4.944,0.961,
2025-05-29 06:05:51,321.185,0.0,142.51,4.2712,25.7,25.7,0.095,0.475,3.257,4.951,0.961,
2025-05-29 06:05:52,321.092,0.0,142.95,22.273,25.9,25.4,0.096,0.475,3.257,4.947,0.961,
2025-05-29 06:05:53,321.026,0.0,142.04,-12.202,25.7,25.6,0.098,0.475,3.257,4.947,0.961,
2025-05-29 06:05:54,320.977,0.0,142.13,-10.673,25.7,25.5,0.092,0.505,3.256,4.94,0.961,
2025-05-29 06:05:55,320.999,0.0,142.21,-10.367,25.6,25.5,0.097,0.464,3.257,4.951,0.961,
2025-05-29 06:05:56,320.883,0.0,142.21,-13.731,25.5,25.5,0.096,0.525,3.257,4.94,0.961,
2025-05-29 06:05:57,321.163,0.0,142.34,-11.59,25.7,25.6,0.098,0.479,3.256,4.946,0.961,
2025-05-29 06:05:58,321.531,0.001,142.25,-13.731,25.7,25.4,0.096,0.485,3.257,4.946,0.961,
2025-05-29 06:05:59,321.372,0.0,142.34,-5.484,25.7,25.5,0.096,0.431,3.257,4.951,0.961,
2025-05-29 06:06:00,321.163,0.0,142.99,17.391,25.7,25.5,0.096,0.472,3.257,4.951,0.596,TORQUE_CHANGE
2025-05-29 06:06:01,321.048,0.0,142.73,5.484,25.7,25.7,0.098,0.472,3.256,4.949,0.596,
2025-05-29 06:06:02,321.048,0.0,142.73,5.484,25.7,25.7,0.098,0.472,3.256,4.949,0.596,
2025-05-29 06:06:03,320.955,0.0,142.21,-11.59,25.7,25.6,0.094,0.456,3.257,4.944,0.596,
2025-05-29 06:06:04,320.746,0.0,142.86,11.284,25.6,25.6,0.095,0.471,3.256,4.944,0.596,
2025-05-29 06:06:05,321.07,0.0,142.21,-12.814,25.6,25.6,0.095,0.428,3.257,4.949,0.596,
2025-05-29 06:06:06,321.372,0.0,142.51,0.0,25.7,25.6,0.094,0.49,3.257,4.947,0.596,
2025-05-29 06:06:07,321.674,0.001,142.21,-13.119,25.7,25.4,0.101,0.392,3.257,4.951,0.596,
2025-05-29 06:06:08,321.141,0.0,143.6,42.722,25.6,25.4,0.091,0.472,3.257,4.947,0.596,
2025-05-29 06:06:09,321.323,0.0,143.04,25.627,25.7,25.6,0.095,0.416,3.257,4.949,0.596,
2025-05-29 06:06:10,321.323,0.0,142.04,-10.061,25.7,25.5,0.095,0.463,3.257,4.946,0.596,
2025-05-29 06:06:11,321.465,0.001,143.65,49.735,25.8,25.6,0.095,0.497,3.257,4.944,0.596,
2025-05-29 06:06:12,321.35,0.0,142.17,-11.896,25.8,25.5,0.098,0.468,3.257,4.946,0.596,
2025-05-29 06:06:13,321.35,0.0,142.25,-13.425,25.8,25.4,0.09,0.428,3.257,4.946,0.596,
2025-05-29 06:06:14,321.07,0.0,142.13,-14.944,25.7,25.7,0.095,0.427,3.256,4.949,0.596,
2025-05-29 06:06:15,320.905,0.0,142.17,-14.638,25.6,25.6,0.095,0.429,3.257,4.949,0.596,
2025-05-29 06:06:16,320.977,0.0,143.16,26.239,25.7,25.7,0.097,0.472,3.257,4.944,0.596,
2025-05-29 06:06:17,320.817,0.0,142.13,-15.556,25.7,25.6,0.098,0.424,3.257,4.942,0.596,
2025-05-29 06:06:18,320.999,0.0,142.08,-11.896,25.7,25.6,0.091,0.395,3.257,4.946,0.596,
2025-05-29 06:06:19,320.999,0.0,142.9,11.59,25.7,25.5,0.095,0.414,3.256,4.94,0.596,
2025-05-29 06:06:20,321.092,0.0,143.74,48.206,25.6,25.6,0.093,0.437,3.257,4.947,0.596,
2025-05-29 06:06:21,321.185,0.0,143.21,27.156,25.8,25.6,0.095,0.419,3.257,4.946,0.596,
2025-05-29 06:06:22,321.301,0.0,142.17,-14.638,25.7,25.5,0.095,0.442,3.257,4.947,0.596,
2025-05-29 06:06:23,321.185,0.0,143.43,34.169,25.8,25.5,0.095,0.441,3.256,4.942,0.596,
2025-05-29 06:06:24,321.416,0.0,141.99,-17.696,25.8,25.6,0.095,0.45,3.257,4.951,0.596,
2025-05-29 06:06:25,321.581,0.001,142.77,17.085,25.6,25.4,0.095,0.479,3.257,4.942,0.596,
2025-05-29 06:06:26,321.35,0.0,142.6,8.8482,25.8,25.5,0.099,0.389,3.256,4.953,0.596,
2025-05-29 06:06:27,321.603,0.001,142.08,-13.119,25.9,25.4,0.095,0.48,3.256,4.942,0.596,
2025-05-29 06:06:28,321.35,0.0,142.08,-12.508,25.7,25.6,0.094,0.43,3.257,4.949,0.596,
2025-05-29 06:06:29,321.163,0.0,142.21,-14.037,25.7,25.5,0.095,0.491,3.256,4.942,0.596,
2025-05-29 06:06:30,320.883,0.0,142.99,15.556,25.7,25.4,0.099,0.486,3.257,4.944,0.49,TORQUE_CHANGE
2025-05-29 06:06:31,320.674,0.0,142.17,-7.9307,25.7,25.6,0.09,0.48,3.257,4.946,0.49,
2025-05-29 06:06:32,320.674,0.0,142.17,-7.9307,25.7,25.6,0.09,0.48,3.257,4.946,0.49,
2025-05-29 06:06:33,320.817,0.0,142.38,-0.29529,25.7,25.6,0.094,0.489,3.257,4.942,0.49,
2025-05-29 06:06:34,320.955,0.0,143.7,48.206,25.6,25.6,0.094,0.448,3.257,4.946,0.49,
2025-05-29 06:06:35,321.026,0.0,142.21,-13.731,25.7,25.6,0.094,0.499,3.256,4.94,0.49,
2025-05-29 06:06:36,320.977,0.0,142.21,-11.59,25.7,25.6,0.098,0.464,3.256,4.944,0.49,
2025-05-29 06:06:37,321.185,0.0,142.21,-13.731,25.9,25.4,0.088,0.466,3.254,4.942,0.49,
2025-05-29 06:06:38,321.416,0.0,142.04,-17.085,25.8,25.7,0.095,0.422,3.257,4.951,0.49,
2025-05-29 06:06:39,321.487,0.001,142.77,8.2365,25.8,25.5,0.095,0.469,3.257,4.947,0.49,
2025-05-29 06:06:40,321.465,0.001,142.25,-11.59,25.7,25.5,0.096,0.472,3.257,4.949,0.49,
2025-05-29 06:06:41,320.999,0.0,143.91,50.347,25.8,25.4,0.098,0.447,3.257,4.951,0.49,
2025-05-29 06:06:42,320.768,0.0,142.3,-13.425,25.7,25.6,0.091,0.438,3.254,4.946,0.49,
2025-05-29 06:06:43,321.114,0.0,143.3,31.122,25.8,25.6,0.096,0.462,3.254,4.944,0.49,
2025-05-29 06:06:44,321.07,0.0,142.13,-15.861,25.6,25.7,0.094,0.458,3.256,4.949,0.49,
2025-05-29 06:06:45,321.141,0.0,142.04,-10.673,25.7,25.6,0.096,0.446,3.257,4.947,0.49,
2025-05-29 06:06:46,321.026,0.0,143.16,30.816,25.6,25.5,0.096,0.472,3.256,4.942,0.49,
2025-05-29 06:06:47,321.394,0.0,143.08,24.71,25.7,25.6,0.095,0.458,3.256,4.949,0.49,
2025-05-29 06:06:48,321.185,0.0,142.25,-10.367,25.9,25.6,0.095,0.496,3.256,4.942,0.49,
2025-05-29 06:06:49,321.416,0.0,142.17,-11.896,25.6,25.5,0.095,0.482,3.256,4.947,0.49,
2025-05-29 06:06:50,321.509,0.001,142.17,-13.119,25.7,25.6,0.096,0.508,3.257,4.944,0.49,
2025-05-29 06:06:51,321.279,0.0,142.99,17.391,25.6,25.4,0.095,0.485,3.257,4.951,0.49,
2025-05-29 06:06:52,321.465,0.001,142.17,-12.814,25.8,25.6,0.093,0.472,3.257,4.947,0.49,
2025-05-29 06:06:53,320.955,0.0,142.34,-9.154,25.7,25.4,0.094,0.463,3.257,4.949,0.49,
2025-05-29 06:06:54,320.977,0.0,142.17,-18.614,25.5,25.6,0.095,0.511,3.256,4.94,0.49,
2025-05-29 06:06:55,321.048,0.0,142.3,-6.4015,25.6,25.5,0.098,0.499,3.256,4.947,0.49,
2025-05-29 06:06:56,321.141,0.0,142.3,-7.6248,25.7,25.4,0.09,0.48,3.256,4.942,0.49,
2025-05-29 06:06:57,321.301,0.0,142.21,-13.119,25.9,25.6,0.096,0.436,3.256,4.953,0.49,
2025-05-29 06:06:58,321.443,0.0,142.99,14.037,25.7,25.4,0.096,0.492,3.257,4.946,0.49,
2025-05-29 06:06:59,321.048,0.0,142.17,-14.638,25.8,25.5,0.095,0.485,3.257,4.949,0.49,
